business_id,name,address,city,categories,stars,review_count,latitude,longitude
eaJCpC6IhYphj7bwCDHTwQ,Three Brothers Coffee,2813 W End Ave,Nashville,"Bagels, Sporting Goods, Outdoor Gear, Coffee & Tea, Cafes, Sandwiches, Food, Shopping, Internet Cafes, Restaurants",4.5,249,36.1448084,-86.8122664
3bmrxhqVpB5XCg-4j6y39A,McDonald's,906 Carlyle Ave,Belleville,"Restaurants, Coffee & Tea, Food, Burgers, Fast Food",1.5,19,38.5175290922,-89.9490435503
AVZDXFNSsTJ3QlO81VLthA,Crescent City Mask Company,632 Pirates Aly,New Orleans,"Costumes, Arts & Crafts, Personal Shopping, Shopping",4.5,7,29.9580712616,-90.0642395765
LPWkWjR-K21nikUxQtQNtg,Hardee's,8015 S Meridian St,Indianapolis,"Fast Food, Restaurants, Burgers",2.0,11,39.6507829,-86.1578281
lDodrtH6kNgSCYpxr_E3-A,McAlister's Deli,"2701 Airline Hwy, Ste T",Metairie,"Delis, Restaurants, Salad, Sandwiches",2.5,70,29.9754518653,-90.1512057111
Q906kc_DR6oECgnyYrI_lA,Gerhard's Appliances,1745 S Easton Rd,Doylestown,"Shopping, Home & Garden, Grilling Equipment, Kitchen & Bath, Appliances, Mattresses, Appliances & Repair, Local Services",2.0,111,40.2731063,-75.1266263
98mYebjHN_VXZapVm8Nmqg,SWEGS Kitchen - Mid-City,231 N Carrollton Ave,New Orleans,"Cafes, Burgers, Comfort Food, Restaurants, American (New), Sandwiches, Breakfast & Brunch, Pizza, Gluten-Free",4.0,67,29.9760651,-90.0996259
Zk_GdMMPgEfKUECCxAxvwQ,Pho Nam Giang,427 Franklin Mills Cir,Philadelphia,"Chinese, Restaurants, Vietnamese, Asian Fusion",4.5,23,40.0860776,-74.9648083509
CwGOGjnfWaM73y8zyQ0ODw,Gentle Dental Reno Northwest,"6360 Mae Anne Ave, Ste 3",Reno,"Cosmetic Dentists, General Dentistry, Health & Medical, Dentists, Pediatric Dentists, Orthodontists",3.0,8,39.525931,-119.887206
WtHsNHG_TNCfa470ZqDwOg,"CertaPro Painters of Wilmington, DE",405 Old Dupont Rd,Wilmington,"Home Services, Painters, Contractors",3.5,5,39.735557,-75.589313
_Co6_3dVnerzFLSe2s4W9Q,Bobby Chez Crabcakes,1990 Marlton Pike E,Cherry Hill,"Seafood, Restaurants",3.5,30,39.8996609,-74.9532997
OUuUc_qERdvTrnpj1vSLaw,Taco Del Mar,514 City Park Ave,New Orleans,"Mexican, Restaurants",3.5,16,29.9835239,-90.1052542
cRJwnJDNfonhBWR93omzhA,Sand on Whyte,Gateway Boulevard NW,Edmonton,"Arts & Entertainment, Art Galleries, Shopping",3.0,8,53.518275661,-113.4943897159
ulFLsCym5q7H-ZuL93csSw,Happy Pets Grooming Spa,932 Brookwood Ctr,Fenton,"Pet Stores, Pet Groomers, Pet Services, Pets, Pet Sitting",4.0,9,38.5223432,-90.4722196
zgpjbobBY0fKvxAxOz7TkA,Apple Store - Christiana Mall,125 Christiana Mall,Newark,"Computers, Shopping, Mobile Phones, Local Services, IT Services & Computer Repair",3.0,105,39.679299,-75.653025
mO64LdUgN5DiXst7Wagq3w,The Wacked Out Weiner New Orleans,3102 Fern St,New Orleans,"Hot Dogs, Restaurants",4.5,21,29.96037,-90.112916
HLUmBWVg58JHhPz1T_Ncmg,Red's On the Blvd,16905 Gulf Blvd,North Redington Beach,"Bars, Nightlife",4.0,13,27.8182234,-82.8228681
b2dUnsz9zDc93WxJIlql1w,The Whiskey,8556 Park Blvd N,Seminole,"Whiskey Bars, Adult Entertainment, Cocktail Bars, Bars, Nightlife",1.5,6,27.8388732,-82.7572133
4z2x4L1rzQkMLz3colmGvQ,Public Storage,11 N Vandeventer Ave,Saint Louis,"Self Storage, Local Services",3.5,7,38.636518,-90.241947
SKW1zA4nY_SPKkQPmXNHoA,Toppers Pizza,12545 N Meridian St,Carmel,"Food, Pizza, Restaurants, Chicken Wings, Desserts",3.5,70,39.9708157,-86.1557213
axMNZ9LUH0O9bwMzoSbxVA,The Ivy,3424 Jefferson Commons Dr,Tampa,"Real Estate, Apartments, Home Services",1.5,22,28.073521,-82.421313
YPekg_V_Ds24fo-ecpwSRQ,Residence Inn Wilmington Newark/Christiana,240 Chapman Road,Newark,"Event Planning & Services, Hotels, Hotels & Travel",3.5,11,39.667356,-75.681624
K7rsFcHcO_LYrgWvTAik2w,Shep's Delicatessen,1000 Main St,Nashville,"Delis, Comfort Food, Restaurants, Breakfast & Brunch, Sandwiches, Food, Bagels",3.5,134,36.1780018,-86.7508693
QMaXUlBsA0SLiYZOzDAjVQ,Nam Kitchen Express,9316 - 137 Avenue NW,Edmonton,"Vietnamese, Restaurants, Chinese, Fast Food",4.0,13,53.6001157,-113.4858681
ZpXZgnBrNodHH8pKpOK_Kg,Jesse's Steak and Seafood,524 W Brandon Blvd,Brandon,"Sandwiches, Steakhouses, Restaurants, Seafood",4.0,267,27.9381358,-82.2920736
SpKppNFimODBt-BZ0c2WbA,Dunkin',819 W.Sproul Rd,Springfield,"Coffee & Tea, Food, Donuts",4.0,10,39.943857107,-75.3487932199
AfyfincOSuhhU65E1U37Sw,Leslie's,1255 Bruce B Downs Blvd,Wesley Chapel,"Shopping, Pool & Hot Tub Service, Swimming Pools, Home Services, Hot Tub & Pool, Active Life, Home & Garden",3.0,6,28.1745877,-82.3542729
6vdj6TAQv82kXE6MEUg7tA,Energy Plus Holdings,3711 Market St,Philadelphia,Home Services,1.5,15,39.9566278,-75.1968405
BiEnQa8rVNtdCzuqOcQoQw,Pizza Hut,398 S Eagle Rd,Eagle,"Pizza, Italian, Chicken Wings, Restaurants",2.5,6,43.6913687,-116.3529288769
PxEiXqMAzzvp8GFlb5EoLg,Grain Exchange,7152 Germantown Ave,Philadelphia,"Restaurants, American (New), Nightlife, American (Traditional), Pubs, Southern, Bars, Gastropubs",3.5,239,40.059508,-75.190838
KsblchMUwx6-ODmiqa8E2g,FedEx,4715 93 Avenue NW,Edmonton,"Shipping Centers, Couriers & Delivery Services, Local Services",1.5,5,53.5283341504,-113.4088940173
5pCDh3Tq3WzQau79hfJbsA,Brooklyn Pizza & Cafe,2428 Nolensville Pike,Nashville,"Restaurants, Chicken Wings, Food Delivery Services, Pizza, Italian, Sandwiches, Greek, Food",3.5,69,36.1193788,-86.748865
pyDh-tokKxEcP1mzZXvNIw,Staples,11806 Bruce B Downs Blvd,Tampa,"Mobile Phone Repair, Office Equipment, Shipping Centers, Shopping, Printing Services, Local Services, IT Services & Computer Repair",2.0,13,28.0563677739,-82.4274847706
NxPP-0QWGliXEGTnzjpN1Q,St. Pete Pressure Washing,3443 11th Ave N,Saint Petersburg,"Professional Services, Pressure Washers, Home Cleaning, Home Services, Office Cleaning",5.0,7,27.7829894,-82.6804295
xXMVuzrWa9Eg3bSDXehODA,Musus' Kitchen,4009 Veterans Hwy,Levittown,"Restaurants, African",4.0,6,40.1323375,-74.88436
3y8D2L-UXCtj_n9hRd7g1g,Yianni's Backyard,5524 Calgary Trail S,Edmonton,"Greek, Restaurants",4.5,5,53.4924394999,-113.4981340332
bGB4Xa2BPe2eDhXHVWQPHA,Phamous Phil's Bbq At The Main Street Inn,313 Main St,East Greenville,"Restaurants, Barbeque",3.5,5,40.3717723616,-75.482526359
rc4nXqvuHmqM5JDnKxS5LA,Key West Shrimp Company,"7217 Gulf Blvd, Ste 13",St Pete Beach,"Grocery, Seafood, Do-It-Yourself Food, Restaurants, Food, Specialty Food, Seafood Markets",4.0,32,27.740791,-82.750265
rhTZnurJL8FXjbK6kKbOSA,Frontenac Salon & Spa,12085 Manchester Rd,St. Louis,"Hair Salons, Beauty & Spas",2.5,6,38.6026425976,-90.4369354
S-srtrb6wGnOXQHR8KewyQ,The Pressery,3005 Magazine St,New Orleans,"Juice Bars & Smoothies, Food",4.0,5,29.924982841,-90.0850391413
64uWvmzQtptHWFg1Hu3A5Q,XPO Logistics,200 Arlington Blvd,Swedesboro,"Local Services, Shipping Centers",3.5,22,39.7736594595,-75.3401422368
hkh5iyDeGLNhu-JUQFRE1Q,Royal Sonesta New Orleans,300 Bourbon St,New Orleans,"Event Planning & Services, Hotels & Travel, Hotels, Restaurants, Bed & Breakfast",3.5,492,29.9557609,-90.0678872
UknG4QW5LFcw0h1NfoZTOA,Bella Linea,2133 Bandywood Dr,Nashville,"Flowers & Gifts, Home Decor, Furniture Stores, Home & Garden, Gift Shops, Shopping",4.0,6,36.1046127,-86.8158961
cQtAQdZYyWMNxcIRezXtSA,Suelke's Road Stand,1912 Route 309,Sellersville,"Fruits & Veggies, Specialty Food, Food",4.5,5,40.3866455,-75.3166538
89COhCW-cAD5-fTXPfXYTw,Strange Donuts,2709 Sutton Blvd,Maplewood,"Donuts, Cafes, Bagels, Food, Coffee & Tea, Restaurants",3.5,352,38.612197,-90.320003
tUDZnYQe7aD2VU3Syia_RQ,The Nations Bar & Grill,705 51st Ave N,Nashville,"Bars, Dive Bars, Salad, Restaurants, Diners, Wraps, Nightlife, Sports Bars, American (Traditional)",3.5,45,36.1556569,-86.849056
j8NhrBzy1op0BfVGdSOiXQ,The Creperie Cafe,"7709 W Overland Rd, Ste 130",Boise,"Restaurants, Creperies, Coffee & Tea, Desserts, Cafes, Food, French",3.5,131,43.588937,-116.278166
cUYw6i8MF_2WEdd2d8t9yg,Starbucks,498 North Main St,Doylestown,"Food, Coffee & Tea",2.5,31,40.321777,-75.130908
UWGaARe7ifK-nhglkiX6ZA,Fix Today Appliance Repair,149 Central Ave,Jefferson,"Local Services, Appliances & Repair",4.0,24,29.954107,-90.1679893
GhBVWW32PVRmBwetZWIHnA,Hampton Inn St. Louis/Sunset Hills,1580 South Kirkwood Rd,Saint Louis,"Hotels, Bed & Breakfast, Event Planning & Services, Hotels & Travel",2.5,30,38.556696,-90.406313
Sy4FzB7QviY06JymSB211Q,Kasai Sushi Bars & Kitchen,11009 Allisonville Rd,Fishers,"Asian Fusion, Sushi Bars, Restaurants",5.0,20,39.9497208,-86.0418264
TVGuOv0Nc0omLXtGKVOwdQ,Lowe's Home Improvement,425 Easton Road,Warrington,"Shopping, Home & Garden, Nurseries & Gardening, Appliances, Building Supplies, Hardware Stores, Home Services",2.0,35,40.2252807347,-75.1364567971
lT_JPOPJTHb9r-7YbyQfog,Elder Sandra D MD,771 State Highway 70 NE,Evesham Township,"Doctors, Hair Removal, Health & Medical, Beauty & Spas, Dermatologists",2.0,7,39.8926999,-74.881474
p24n1vScP_MHxJVPrao-jA,Cairdeas Coffee,1223 Tamm Ave,Saint Louis,"Food, Coffee & Tea",4.0,14,38.6277365,-90.2932686
oglGJtl_dxNg4j9mOxAndw,Kel Tren Water Care,1569 S Olden Ave,Trenton,"Water Delivery, Water Purification Services, Home Services, Local Services",4.5,7,40.2072957,-74.7137482
grjFEAN9gXOKQFEta4yBJg,Tropical Isle Original,600 Bourbon St,New Orleans,"Bars, Nightlife",4.0,227,29.957821,-90.0661737
UCMSWPqzXjd7QHq7v8PJjQ,Prep & Pastry,2660 N Campbell Ave,Tucson,"Restaurants, Cocktail Bars, Bars, Comfort Food, American (New), Sandwiches, Nightlife, Breakfast & Brunch",4.5,2126,32.25552801,-110.94349236
6hkmjU-7QwYwBSmwNpAG4A,Mill Creek Park,3430 W Mill Rd,Hatboro,"Dog Parks, Active Life, Parks",4.5,10,40.162906223,-75.1175080969
69n1_ESkWS_PjaVBT55uHQ,SlideRight of Tucson,,Tucson,"Door Sales/Installation, Home Services",5.0,12,32.3312255,-111.0341183
T1akFe-eajPSdAYD_yDXeA,Tomlinson Electric,,Buckingham,"Electricians, Generator Installation/Repair, Lighting Fixtures & Equipment, Local Services, Home Services",4.0,5,40.3251809,-75.056004
ErWSqXjjX55CvAsTiVL4yw,Minima,118 N 3rd St,Philadelphia,"Home & Garden, Furniture Stores, Shopping",4.0,7,39.9527587,-75.1453487
3Z59UMun90xRiSU1XX8rhQ,Asian Taste Inn,2160 County Line Rd,Huntingdon Valley,"Food, Restaurants, Asian Fusion",4.0,61,40.170447,-75.073694
-Lfib0jjHweCly1-FLM_og,Sidelines Grill,"232 Hutton Pl, Ste 101",Ashland City,"American (New), Restaurants",3.0,39,36.250434,-87.035458
kpK6SmxIiNoGPNhlEGiL4w,Trattoria Marcella,3600 Watson Rd,Saint Louis,"Italian, Local Flavor, Restaurants",4.5,383,38.597361,-90.300388
1_hDCN3iioFR3XnUr32ZtA,Dooners,21 3rd St N,Saint Petersburg,"Fast Food, Turkish, German, Greek, Mediterranean, Restaurants",3.5,109,27.7718011011,-82.6369077739
fqKPLGsHisaCtNHFVyvUzg,Carlisle-Branson Funeral Service & Crematory,39 E High St,Mooresville,"Local Services, Cremation Services, Funeral Services & Cemeteries",5.0,6,39.6101161,-86.3735939
xCbhjDqmrCrP1qK4DADu8g,Kul's Bar & Grill,13575 58th St N,Clearwater,"American (Traditional), Latin American, Restaurants",3.0,6,27.8952690666,-82.7115350796
RG4FoRw0vjzrCjMl4Apk4A,Salty Shamrock Fishing Charters and Events,6186 Apollo Beach Blvd,Apollo Beach,"Seafood, Restaurants, Boat Charters, Event Planning & Services",4.0,12,27.7748077067,-82.4093934149
ZoV8kXQopyz24dJBlFByRA,Imo's Pizza,800 N 17th St,Saint Louis,"Professional Services, Restaurants, Food, Food Delivery Services, Business Consulting, Pizza",3.0,10,38.6351181745,-90.202189855
HtwME_Q3U9KkGD_CACI4Mw,Back & Neck Care Center Of Webster Groves,604 E Lockwood Ave,Webster Groves,"Health & Medical, Medical Supplies, Acupuncture, Shopping, Furniture Stores, Chiropractors, Home & Garden",4.5,5,38.5908475,-90.3396205
GdPuJOLseQ5fusebEnvSXw,Venus Spa,4608 Veterans Blvd,Metairie,"Beauty & Spas, Massage, Day Spas",2.5,15,30.0050034,-90.1867947
0l9SK7NKQnBVl5687EA5KA,White's Ace Hardware At Carmel,731 S Range Line Rd,Carmel,"Shopping, Home & Garden, Hardware Stores",4.0,26,39.9695886,-86.1262492
mY02hIpeZSVCaWObvvyECA,The Good Pie,3137 Olive St,Saint Louis,"Restaurants, Pizza",4.0,126,38.6357301,-90.2249506
l0T2OeyY8h7nGElYDTNflQ,Florida Dental Centers,7000 66th St N,Pinellas Park,"Health & Medical, Oral Surgeons, General Dentistry, Dentists, Periodontists",2.5,5,27.8357452404,-82.7287950531
dYNeW8ekFKMeEYUBF7r0RA,Bourbon Street Blues Company,441 Bourbon St,New Orleans,"Nightlife, Music Venues, Jazz & Blues, Dance Clubs, Arts & Entertainment",3.5,81,29.95705,-90.067284
pdc4NvS9dvOAH9O3N5INbQ,Elements Massage - Cherry Hill,1586 Kings Hwy N,Cherry Hill,"Massage Therapy, Beauty & Spas, Health & Medical, Massage",4.0,55,39.9162629,-75.0088381
1VsI7RN1gQ4WMqOkUjknDw,Hertz Rent A Car,219 North Center St,Reno,"Car Rental, Hotels & Travel",1.5,8,39.5276141,-119.8124754
MwaPM5AmzOp7nmhQFj0_gw,Meplat Group,2713 Division St,Metairie,"Shopping, Active Life, Guns & Ammo",4.0,7,29.9991656,-90.1643238
YKpZ2Ml0NZoYZ5eb3r_Cdg,Valentine's Restaurant,205 S State St,Freeburg,"Steakhouses, Salad, Restaurants, Seafood",4.0,30,38.4242058,-89.9087975
o0mknvICmptZ4pLxZkd9zQ,230 Barber Salon,230 S Bemiston Ave,Saint Louis,"Makeup Artists, Hair Salons, Beauty & Spas, Local Services, Barbers, Shoe Shine",4.5,41,38.6465452,-90.3369195
53nKych-eFD9WsxniIlnUg,18|8 Fine Men's Salon - Cool Springs,"1844 W Mcewen Dr, Ste 110",Franklin,"Men's Hair Salons, Beauty & Spas, Barbers, Hair Stylists, Hair Salons",4.5,34,35.9345238,-86.8223222
NvJg4ysrB7J0hrsb2A0gUg,Jack In the Box,3133 Lebanon Pike,Nashville,"Burgers, Restaurants, Fast Food",3.0,7,36.1822890122,-86.6399734326
sy85YVw1d56ABqhXF-Y14g,Godavari,5012 Thoroughbred Ln,Brentwood,"Restaurants, Buffets, Indian",3.5,32,36.0362772,-86.7892595
_5aUqcRlSkRV32ik88xSKg,ReadyRefresh,30 Twin Bridge Dr,Pennsauken,"Local Services, Water Stores, Home Services, Water Purification Services, Food, Water Delivery",1.5,31,39.9821542385,-75.0246109433
KJ2kd2z8OJqadl3gT48FMQ,TLC Landscape Services,,Swarthmore,"Tree Services, Contractors, Home Services, Landscaping",4.0,12,39.9020565,-75.3499123
h6IzeUVASeDtvKhd2PEsKA,Rouses Market,400 N Carrollton Ave,New Orleans,"Food, Grocery",3.0,111,29.9763639,-90.0964361
IivxWo0vU5Qmz-OqoCaXrg,Sunflower Truck Stop,1 Ashland St,Phoenixville,"Food, Food Trucks",4.0,5,40.1351776123,-75.5109558105
AWGuQflJGycjeHfOZjAVUQ,Temple ReadyCare - Cottman Avenue,2118 Cottman Ave,Philadelphia,"Health & Medical, Urgent Care",3.5,8,40.0489636,-75.0633962
sU0eYd56_QArBBBlULxQaQ,Mayfield Veterinary Hospital,16808 106 Avenue NW,Edmonton,"Pets, Breakfast & Brunch, Veterinarians, Restaurants",5.0,8,53.551715,-113.6100702
GEBrCbn4NhvPB_WobCV69g,Retro Fitness,518 Lincoln Hwy,Fairless Hills,"Active Life, Fitness & Instruction, Boot Camps, Gyms, Trainers",3.5,13,40.1885600999,-74.8322964731
OIES_WhdNux3PmvSuPM-8Q,Toki Sushi,14313 N Dale Mabry Hwy,Tampa,"Restaurants, Japanese, Sushi Bars",4.0,106,28.0774196,-82.5059947
nDeDis86-fkO_2m2N0EELw,Twin Oaks Park,Ann Ave,Ballwin,"Active Life, Lakes, Playgrounds, Parks",5.0,5,38.564356,-90.501016
k2HBGxAuTluTL5MkD82Dwg,Marsh Supermarkets,843 E Main St,Brownsburg,"Grocery, Food",3.5,5,39.8369490631,-86.384439185
-kAaeJxXCtLNAo3DosoXXA,The Burg Diner,2950 49th St N,Saint Petersburg,"Diners, Restaurants",4.0,109,27.7988788,-82.7003544
g50ImmCX3WY3koEDIzoKxg,"CANFEST, Reno's International Canned Beer Festival",2500 East Second St,Reno,"Arts & Entertainment, Local Flavor, Beer, Wine & Spirits, Festivals, Food",4.5,43,39.5227210333,-119.7792841166
8HA0FczzYJSHA6mj25-5-Q,Evergreen Mortuary Cemetery & Crematory,3015 N Oracle Rd,Tucson,"Local Services, Funeral Services & Cemeteries",4.5,12,32.26391,-110.981415
84gj5tMd_gxn9_rZBLmEIw,China Garden Restaurant,906 Conestoga Rd,Bryn Mawr,"Restaurants, Chinese",3.0,12,40.0253454,-75.3373564
s_NhHDVXGyZ1mjTu4D9fXA,Chestnut Hill Escape Room,8217 Germantown Ave,Philadelphia,"Escape Games, Active Life",5.0,9,40.073763,-75.202796
POn8Xzda_26vDYAmaEJMQA,CrossFit NOLA,8422 Burthe St,New Orleans,"Boot Camps, Fitness & Instruction, Interval Training Gyms, Trainers, Active Life, Gyms",5.0,39,29.9475956,-90.1350802
r8f4AvQiI-o5qsuWmw80XA,Cellphone MD,1059 W Busch Blvd,Tampa,"Electronics, Shopping, Local Services, IT Services & Computer Repair, Electronics Repair, Mobile Phone Repair",4.5,6,28.0337761,-82.471307
bN2DgOhWgNDp3QvnN1D7nQ,Hampton Inn Philadelphia/Great Valley/Malvern,635 Lancaster Ave,Frazer,"Hotels, Hotels & Travel, Event Planning & Services",4.0,22,40.0347082532,-75.579573
ulCYqxUWKXCadvyr8OugaQ,Tires Plus,3626 S Dale Mabry Hwy,Tampa,"Wheel & Rim Repair, Auto Parts & Supplies, Tires, Oil Change Stations, Automotive, Auto Repair",2.5,35,27.90997,-82.50603
44Scgccg8AeOhR-PQTTcwQ,The Dubin Group,"555 E City Ave, Ste 430",Bala Cynwyd,"Employment Agencies, Professional Services",2.0,9,40.0095799,-75.2120731
FOuKoFiRWDqV_asEJfDqDQ,Sky City Cafe,500 W Washington St,Indianapolis,"Restaurants, American (Traditional)",4.0,18,39.7685515,-86.1677919
qJ7OD1wm5JdRo4WxWR51Hg,Tarshishi's New York Style Deli,2528 Mount Holly Rd,Burlington,"Delis, Restaurants",4.0,6,40.0387076,-74.8287389
tSiBAxQ5YuVA2m9PGIJXbA,Wilkie's Safety Lane,4400 Charlotte Ave,Nashville,"Tires, Auto Repair, Wheel & Rim Repair, Automotive",4.5,7,36.1525724,-86.8397992
iWIu2qrim1PSNE0CRLyqpg,Craft & Curd,"2908 W Gandy Blvd, Ste B",Tampa,"Arts & Entertainment, Cheese Shops, Specialty Food, Beer, Wine & Spirits, Food, Bars, Wine Tasting Room, Nightlife, Wineries, Wine Bars",4.5,44,27.8932249,-82.4907101
50egwkdO2tvM0DnTGsEvkg,Baird's Dry Cleaners,2202 S Broadway Ave,Boise,"Laundry Services, Local Services, Dry Cleaning & Laundry, Dry Cleaning",2.5,13,43.5841861,-116.1932218
3_kZ2pDiKJLZ9kGKKOWqdA,McDonald's,1576 Chester Pike,Eddystone,"Restaurants, Fast Food, Burgers, Coffee & Tea, Food",2.5,15,39.8658758188,-75.3417693079
1JxSgUivApwcRYFnXw23cQ,Natura Cafe Nashville,210 4th Ave N,Nashville,"Cafes, Restaurants, American (New)",3.0,5,36.1642022,-86.7789669
ZT8ZBNvjV6OVheYOZcT10w,Oregon Laundromat,200 W Oregon Ave,Philadelphia,"Laundry Services, Local Services, Laundromat, Dry Cleaning & Laundry",3.0,8,39.9139475,-75.1520299
J1pqZt0WWCL8cOt0eixBEw,Alvarez  Authentic Latin Food,7715 Land O' Lakes Blvd,Land O' Lakes,"Restaurants, Tacos, Vegetarian, Breakfast & Brunch, Latin American, Mexican",4.5,51,28.2699738723,-82.4808749557
sqCUiy9gTgfROmjX6KOHXA,Rosa Pizza,1870 N Olden Ave,Ewing Township,"Restaurants, Pizza",2.5,10,40.2507665,-74.7783937
kfcz8iJOkltAvkp6TqNMcA,Fairmount Pet Shoppe,2024 Fairmount Ave,Philadelphia,"Pet Stores, Pets",4.5,64,39.9670683,-75.1711272
6eVx4ec4zhuo7iXtM0XpzQ,A Modern Line,5205 N Florida Ave,Tampa,"Furniture Stores, Shopping, Home & Garden",4.0,8,27.994466,-82.45902
91xyLOCbdI2bK6UdC6vKLg,Macy's,1790 Galleria Blvd,Franklin,"Shoe Stores, Women's Clothing, Fashion, Department Stores, Shopping, Men's Clothing",2.0,32,35.9590545,-86.8131692
_zU8uJthn3o5swP0LmfuqQ,Dots Diner - Williams Blvd.,2239 Williams Blvd,Kenner,"Diners, Breakfast & Brunch, Restaurants, Burgers",4.5,234,29.997378,-90.241623
jPlypl4cMRMP_54JoS8lKQ,The Security Guy,12 Penns Trl,Newtown,"Security Systems, Professional Services, Private Investigation, Home Services",4.5,6,40.229481,-74.9090939
sBvHoyNviIIF6GxAQCxUcw,Kid Dental Reno,3645 Warren Way,Reno,"Pediatric Dentists, Dentists, Health & Medical, Medical Centers, General Dentistry",2.0,5,39.490288,-119.8057041
ne99rA_uyFYnE3f3gTpWrw,Wizard Concrete,,Tarpon Springs,"Masonry/Concrete, Home Services",2.0,5,28.1436975,-82.7670745
9xPFNAQ5vG7PG0VD2rdoIA,City Hydration,"1315 Walnut St, Ste 1132",Philadelphia,"Beauty & Spas, IV Hydration, Medical Spas, Health & Medical",5.0,25,39.949279331,-75.1629582236
eMIHEhW7ijMSFox5F0JeBw,AZAR Automotive,1620 N And South Rd,St. Louis,"Automotive, Auto Repair, Oil Change Stations, Auto Detailing, Tires",4.5,10,38.6832376,-90.3353664
w0zKpH49tW6Y-b6ZJzKMFw,Chuck's Alibi,7301 Oxford Ave,Philadelphia,"Food, Restaurants, Seafood",2.0,76,40.061417,-75.0833451
A-yDTKfy696GwoQFxvSUow,The Bungaleaux on Central,2635 Central Ave,Saint Petersburg,"Home Decor, Shopping, Antiques, Home & Garden, Used, Vintage & Consignment, Furniture Stores, Fashion",5.0,5,27.7712404,-82.6692931
bRhnVTfuxDchyFguyDzuDQ,Queen Sushi,281 N Keswick Ave,Glenside,"Restaurants, Sushi Bars, Food, Chinese",3.5,76,40.1061425402,-75.1469280362
tP9Sn0KzL2GzImUGchXYMQ,Ishtar Market and Restaurant,4516 W Overland Rd,Boise,"Restaurants, Middle Eastern",4.5,80,43.5903599,-116.2375654
s_E4bhrgYKyCu4rqugJxIA,Sears Outlet,49 University Plz,Newark,"Shopping, Appliances, Appliances & Repair, Mattresses, Home & Garden, Local Services, Outlet Stores, Furniture Stores",3.0,30,39.666455,-75.67055
_8c3ykQczPF77-qaOSks1Q,Zano Cars,2005 S Alvernon Way,Tucson,"Automotive, Car Dealers, Auto Repair",2.5,10,32.1991242,-110.909044
vFMo5gfK0TWXATQ8aF3tWA,Goodwill Store,7000 W State St,Boise,"Thrift Stores, Donation Center, Shopping, Local Services",3.0,9,43.6674183481,-116.2759531707
I3nzb6O33IDZ6tp3Er0iIA,Reno Events Center,400 North Center St,Reno,"Venues & Event Spaces, Arts & Entertainment, Event Planning & Services, Nightlife, Music Venues",3.5,66,39.5309239,-119.8122604
zQ4yPiqoyMtoohGpEip7zw,The Growler Guys,"7530 Longley Ln, Ste 106",Reno,"Breweries, Nightlife, Chicken Wings, Pizza, Food, Restaurants, Beer Gardens, Pubs, Bars",4.0,75,39.4562814,-119.7774657
Q-bOKC8ugrwoytTYRPSGRw,Quebedeaux Buick GMC - Service Department,3566 E Speedway Blvd,Tucson,"Auto Repair, Automotive",2.5,11,32.2353896,-110.9164819
GSBp_sxAS-g-8MJDfadwUQ,Junk King Nashville,125 Space Park South Dr,Nashville,"Junk Removal & Hauling, Local Services, Professional Services",3.5,25,36.0988716,-86.7077423
Jl4mI1yO-Fb5y6ZvEWin6w,Salon Ya Ya,2200 21st Ave S,Nashville,"Hair Salons, Beauty & Spas",4.0,52,36.1300492,-86.8016849
rQ2CSHRkZSn5WCu7OfVI-Q,Trend Eye Care,"180 W Girard Ave, Ste 5",Philadelphia,"Health & Medical, Shopping, Fashion, Optometrists, Accessories, Eyewear & Opticians",5.0,193,39.968969,-75.139531415
401JuPDLoSMUewuzG40csw,HonorHealth | FastMed Urgent Care,5594 E 22nd St,Tucson,"Doctors, Urgent Care, Health & Medical, Medical Centers",2.0,25,32.2066006,-110.8732431
iFzxAYaZYVNr9OLaek1cYg,Enterprise Rent-A-Car,901 Bethlehem Pike,Erdenheim,"Hotels & Travel, Car Rental",3.5,11,40.0960426294,-75.2136322707
xY4ulYsXEaglKc_aRGBOow,Wild West Shooting Centre,"Phase IV West Edmonton Mall, 8882-170 St",Edmonton,"Active Life, Gun/Rifle Ranges",4.0,13,53.5220945122,-113.6216783524
zKU0HQ6TcG680cQlYNsuSQ,Tusculum Strike & Spare,5313 Nolensville Rd,Nashville,"Active Life, Bowling",3.0,13,36.0526971278,-86.7149859667
bz8b0TQND7ms228uK17p5Q,Westside Chiropractic,595 Mount Rose St,Reno,"Health & Medical, Chiropractors",5.0,22,39.5097844,-119.8135944
fHtUIxV8r7tmrC50yLHkww,Rejuvepod,"485 Baltimore Pike, Ste 119",Glen Mills,"Tanning, Hair Removal, Eyelash Service, Spray Tanning, Beauty & Spas, Skin Care",4.0,40,39.891981,-75.505608
NJklz8-5L5NVGAkFITHzpQ,Norm's Place Amish Market and Restaurant,9084 Lebanon Rd,Mount Juliet,"Cheese Shops, Southern, Cupcakes, Christmas Trees, Restaurants, Shopping, Specialty Food, Food, Burgers, Hot Dogs, Home & Garden",4.5,5,36.230996,-86.4756638
05CNVnCXcgfPbdz3R91d0A,Hanford & Son's Boudin and Cajun Meats,6901 Jefferson Hwy,Harahan,"Restaurants, Cajun/Creole",4.5,18,29.936883,-90.1974583
